Date;Heure;NS;SFC;@ mac;Code err;Interface;Resultat;
18/05/23;03:53:18;022375421147;ME2313840592;;0;6;PASS;
18/05/23;03:53:46;022375421152;ME2313840371;;0;5;PASS;
18/05/23;03:54:17;723231375544;ME2313840582;;-233;4;FAIL;
18/05/23;03:54:51;022375420401;ME2313840583;;0;3;PASS;
18/05/23;03:55:19;022375420406;ME2313840520;;0;2;PASS;
18/05/23;03:55:50;022375420409;ME2313840524;;0;1;PASS;
18/05/23;03:56:18;022375420410;ME2313840452;;0;8;PASS;
18/05/23;03:56:48;022375420647;ME2313840604;;0;7;PASS;
18/05/23;03:57:17;022375420649;ME2313840626;;0;6;PASS;
18/05/23;03:57:45;022375420886;ME2313840606;;0;5;PASS;
18/05/23;03:58:14;723231375544;ME2313840582;;-233;4;FAIL;
18/05/23;03:58:46;022375421157;ME2313840553;;0;3;PASS;
18/05/23;03:59:16;022375421160;ME2313840609;;0;2;PASS;
18/05/23;03:59:55;;;;-199;2;FAIL;
18/05/23;04:00:24;022375421162;ME2313840552;;0;1;PASS;
18/05/23;04:00:52;022375421164;ME2313840619;;0;8;PASS;
18/05/23;04:01:21;022375420412;ME2313840605;;0;7;PASS;
18/05/23;04:01:49;022375420414;ME2313840615;;0;6;PASS;
18/05/23;04:02:21;022375420417;ME2313840630;;0;5;PASS;
18/05/23;04:02:56;423231374463;ME2313840634;;-233;4;FAIL;
18/05/23;04:03:40;;;;-199;4;FAIL;
18/05/23;04:04:07;022375420651;ME2313840633;;0;3;PASS;
18/05/23;04:04:36;022375420654;ME2313840584;;0;2;PASS;
18/05/23;04:05:09;022375420656;ME2313840637;;0;1;PASS;
18/05/23;04:05:39;022375420659;ME2313840649;;0;8;PASS;
18/05/23;04:06:06;022375420896;ME2313840650;;0;7;PASS;
18/05/23;04:06:35;423231372121;ME2313840639;;-407;6;FAIL;
18/05/23;04:07:06;022375420420;ME2313840661;;0;5;PASS;
18/05/23;04:07:34;022375420422;ME2313840652;;0;4;PASS;
18/05/23;04:08:03;022375420425;ME2313840635;;0;3;PASS;
18/05/23;04:08:31;022375420427;ME2313840658;;0;2;PASS;
18/05/23;04:09:05;022375420661;ME2313840678;;0;1;PASS;
18/05/23;04:09:31;022375420663;ME2313840680;;0;8;PASS;
18/05/23;04:10:00;022375420665;ME2313840676;;0;7;PASS;
18/05/23;04:10:29;022375420668;ME2313840686;;0;6;PASS;
18/05/23;04:11:07;022375420830;ME2313840681;;0;5;PASS;
18/05/23;04:11:34;723231371702;ME2313840689;;-233;4;FAIL;
18/05/23;04:12:16;;;;-199;4;FAIL;
18/05/23;04:12:57;;;;-199;4;FAIL;
18/05/23;04:13:29;022375420600;ME2313840642;;0;3;PASS;
18/05/23;04:13:56;022375420603;ME2313840691;;0;2;PASS;
18/05/23;04:14:29;022375420606;ME2313840696;;0;1;PASS;
18/05/23;04:14:57;022375420608;ME2313840685;;-502;8;FAIL;
18/05/23;04:15:29;022375420835;ME2313840699;;0;7;PASS;
18/05/23;04:15:57;022375420837;ME2313840695;;0;6;PASS;
18/05/23;04:16:28;022375420840;ME2313840639;;0;5;PASS;
18/05/23;04:17:07;022375420843;ME2313840672;;0;4;PASS;
18/05/23;04:17:34;022375420845;ME2313840700;;0;3;PASS;
18/05/23;04:18:02;022375420847;ME2313840689;;0;2;PASS;
18/05/23;04:18:30;022375420850;ME2313840653;;0;1;PASS;
18/05/23;04:19:05;022375420354;ME2313840634;;0;8;PASS;
18/05/23;04:19:32;022375420357;ME2313840719;;0;7;PASS;
18/05/23;04:20:00;022375420359;ME2313840708;;0;6;PASS;
18/05/23;04:20:30;022375420361;ME2313840725;;0;5;PASS;
18/05/23;04:21:04;723231371697;ME2313840720;;-233;4;FAIL;
18/05/23;04:21:34;022375420370;ME2313840730;;0;3;PASS;
18/05/23;04:22:02;022375420372;ME2313840726;;0;2;PASS;
18/05/23;04:22:43;022375420374;ME2313840704;;0;1;PASS;
18/05/23;04:23:11;022375420597;ME2313840736;;0;8;PASS;
18/05/23;04:23:41;022375420599;ME2313840739;;0;7;PASS;
18/05/23;04:24:14;022375420613;ME2313840771;;0;6;PASS;
18/05/23;04:24:43;022375420855;ME2313840713;;0;5;PASS;
18/05/23;04:25:21;723231371697;ME2313840720;;-233;4;FAIL;
18/05/23;04:25:56;022375420368;ME2313840768;;0;3;PASS;
18/05/23;04:26:27;022375420375;ME2313840769;;0;2;PASS;
18/05/23;04:27:03;022375420378;ME2313840740;;0;1;PASS;
18/05/23;04:27:29;022375420381;ME2313840707;;0;8;PASS;
18/05/23;04:28:01;022375420384;ME2313840727;;0;7;PASS;
18/05/23;04:28:32;022375420386;ME2313840777;;0;6;PASS;
18/05/23;04:29:07;022375420388;ME2313840776;;0;5;PASS;
18/05/23;04:29:33;022375420391;ME2313840770;;0;4;PASS;
18/05/23;04:30:02;022375420393;ME2313840795;;0;3;PASS;
18/05/23;04:30:30;022375420395;ME2313840720;;0;2;PASS;
18/05/23;04:31:06;022375421001;ME2313840797;;0;1;PASS;
18/05/23;04:31:32;022375420311;ME2313840801;;0;8;PASS;
18/05/23;04:32:02;022375420551;ME2313840784;;0;7;PASS;
18/05/23;04:32:35;022375420552;ME2313840799;;0;6;PASS;
18/05/23;04:33:23;022375420557;ME2313840790;;0;5;PASS;
18/05/23;04:33:52;723231375583;ME2313840788;;-233;4;FAIL;
18/05/23;04:34:22;022375420611;ME2313840786;;0;3;PASS;
18/05/23;04:34:51;022375420615;ME2313840803;;0;2;PASS;
18/05/23;04:35:20;022375420795;ME2313840814;;0;1;PASS;
18/05/23;04:35:54;022375420796;ME2313840813;;0;8;PASS;
18/05/23;04:36:22;022375420856;ME2313840742;;0;7;PASS;
18/05/23;04:37:08;022375420618;ME2313840812;;0;6;PASS;
18/05/23;04:37:38;022375420620;ME2313840822;;-502;5;FAIL;
18/05/23;04:38:08;723231375880;ME2313840785;;-233;4;FAIL;
18/05/23;04:38:37;022375420622;ME2313840765;;0;3;PASS;
18/05/23;04:39:06;022375420625;ME2313840753;;0;2;PASS;
18/05/23;04:39:35;723231375640;ME2313840789;;-215;1;FAIL;
18/05/23;04:40:05;022375420629;ME2313840788;;0;8;PASS;
18/05/23;04:40:46;022375420608;ME2313840685;;0;7;PASS;
18/05/23;04:41:19;022375420860;ME2313840745;;0;6;PASS;
18/05/23;04:41:48;022375420862;ME2313840356;;0;5;PASS;
18/05/23;04:42:23;723231375880;ME2313840785;;-233;4;FAIL;
18/05/23;04:42:53;022375420865;ME2313840855;;0;3;PASS;
18/05/23;04:43:21;723231375624;ME2313840857;;-211;2;FAIL;
18/05/23;04:43:52;022375420867;ME2313840789;;0;1;PASS;
18/05/23;04:44:22;022375420620;ME2313840822;;0;8;PASS;
18/05/23;04:45:05;022375421050;ME2313840854;;0;7;PASS;
18/05/23;04:45:39;022375421052;ME2313840766;;0;6;PASS;
18/05/23;04:46:08;022375421053;ME2313840860;;0;5;PASS;
18/05/23;04:46:35;723231375880;ME2313840785;;-233;4;FAIL;
18/05/23;04:46:55;723231375880;;;-107;4;FAIL;
18/05/23;04:47:26;022375420199;ME2313840858;;0;3;PASS;
18/05/23;04:47:58;723231375624;ME2313840857;;-207;2;FAIL;
18/05/23;04:48:28;022375420316;ME2313840864;;0;1;PASS;
18/05/23;04:49:10;022375420318;ME2313840863;;0;8;PASS;
18/05/23;04:49:50;;;;-199;8;FAIL;
18/05/23;04:50:23;022375420555;ME2313840862;;0;7;PASS;
18/05/23;04:50:51;022375420558;ME2313840859;;0;6;PASS;
18/05/23;04:51:19;022375420559;ME2313840865;;0;5;PASS;
18/05/23;04:51:55;022375420797;ME2313840869;;0;4;PASS;
18/05/23;04:52:25;022375421047;ME2313840867;;0;3;PASS;
18/05/23;04:52:56;022375421049;ME2313840857;;0;2;PASS;
18/05/23;04:53:24;022375421057;ME2313840870;;0;1;PASS;
18/05/23;04:53:52;022375421059;ME2313840872;;0;8;PASS;
18/05/23;04:54:21;022375421061;ME2313840853;;0;7;PASS;
18/05/23;04:54:50;022375421062;ME2313840875;;0;6;PASS;
18/05/23;04:55:27;022375421064;ME2313840871;;0;5;PASS;
18/05/23;04:55:54;022375421066;ME2313840874;;0;4;PASS;
18/05/23;04:56:33;022375420320;ME2313840873;;0;3;PASS;
18/05/23;04:57:06;022375420321;ME2313840887;;0;2;PASS;
18/05/23;04:57:39;022375420323;ME2313840901;;0;1;PASS;
18/05/23;04:58:14;022375420324;ME2313840891;;0;8;PASS;
18/05/23;04:58:49;022375420326;ME2313840889;;0;7;PASS;
18/05/23;04:59:19;022375420328;ME2313840899;;0;6;PASS;
18/05/23;04:59:49;022375420333;ME2313840898;;0;5;PASS;
18/05/23;05:00:16;723231375694;ME2313840866;;-233;4;FAIL;
18/05/23;05:00:46;022375420562;ME2313840831;;0;3;PASS;
18/05/23;05:01:17;022375420564;ME2313840582;;-502;2;FAIL;
18/05/23;05:01:39;723231375544;;;-107;2;FAIL;
18/05/23;05:02:07;022375420565;ME2313840900;;0;1;PASS;
18/05/23;05:02:36;022375420568;ME2313840914;;0;8;PASS;
18/05/23;05:03:06;022375420570;ME2313840915;;0;7;PASS;
18/05/23;05:03:33;022375420575;ME2313840904;;0;6;PASS;
18/05/23;05:04:01;022375420581;ME2313840906;;0;5;PASS;
18/05/23;05:04:29;022375420583;ME2313840866;;0;4;PASS;
18/05/23;05:05:01;022375420332;ME2313840943;;0;3;PASS;
18/05/23;05:05:29;022375420335;ME2313840953;;0;2;PASS;
18/05/23;05:06:01;022375420337;ME2313840986;;0;1;PASS;
18/05/23;05:06:37;022375420339;ME2313840950;;0;8;PASS;
18/05/23;05:07:17;022375420351;ME2313840908;;0;7;PASS;
18/05/23;05:07:46;022375420573;ME2313840952;;0;6;PASS;
18/05/23;05:08:15;022375420576;ME2313840905;;0;5;PASS;
18/05/23;05:08:43;022375420579;ME2313840913;;0;4;PASS;
18/05/23;05:09:13;022375420593;ME2313840916;;0;3;PASS;
18/05/23;05:09:41;022375420342;ME2313840948;;0;2;PASS;
18/05/23;05:10:10;022375420343;ME2313840995;;0;1;PASS;
18/05/23;05:10:43;022375420345;ME2313840945;;0;8;PASS;
18/05/23;05:11:19;022375420347;ME2313840963;;0;7;PASS;
18/05/23;05:11:51;022375420584;ME2313841032;;0;6;PASS;
18/05/23;05:12:19;022375420585;ME2313841002;;0;5;PASS;
18/05/23;05:12:48;022375420588;ME2313841006;;0;4;PASS;
18/05/23;05:13:21;022375421058;ME2313841000;;0;3;PASS;
18/05/23;05:13:49;022375421070;ME2313841001;;0;2;PASS;
18/05/23;05:14:17;022375421073;ME2313840910;;0;1;PASS;
18/05/23;05:14:50;022375421076;ME2313841037;;-502;8;FAIL;
18/05/23;05:15:24;022375421077;ME2313841051;;0;7;PASS;
18/05/23;05:15:53;022375421081;ME2313841041;;0;6;PASS;
18/05/23;05:16:33;;;;-199;6;FAIL;
18/05/23;05:17:08;022375420170;ME2313841040;;0;5;PASS;
18/05/23;05:17:43;022375420172;ME2313841052;;0;4;PASS;
18/05/23;05:18:17;022375420398;ME2313841071;;0;3;PASS;
18/05/23;05:18:46;022375421003;ME2313841072;;0;2;PASS;
18/05/23;05:19:18;022375421007;ME2313840996;;0;1;PASS;
18/05/23;05:19:46;022375421010;ME2313841060;;0;8;PASS;
18/05/23;05:20:16;022375421076;ME2313841037;;0;7;PASS;
18/05/23;05:20:54;022375421082;ME2313841082;;0;6;PASS;
18/05/23;05:21:23;022375421087;ME2313840997;;0;5;PASS;
18/05/23;05:22:01;022375421089;ME2313841055;;0;4;PASS;
18/05/23;05:22:31;022375420173;ME2313841031;;0;3;PASS;
18/05/23;05:23:05;022375420176;ME2313840965;;0;2;PASS;
18/05/23;05:23:32;022375420182;ME2313841083;;0;1;PASS;
18/05/23;05:23:59;022375420185;ME2313841084;;0;8;PASS;
18/05/23;05:24:30;022375420187;ME2313840911;;0;7;PASS;
18/05/23;05:25:05;723231375418;ME2313840733;;-203;6;FAIL;
18/05/23;05:25:44;022375421016;ME2313841079;;0;5;PASS;
18/05/23;05:26:13;022375421019;ME2313841035;;0;4;PASS;
18/05/23;05:26:53;022375421022;ME2313841088;;0;3;PASS;
18/05/23;05:27:30;022375421030;ME2313841087;;0;2;PASS;
18/05/23;05:28:09;022375421033;ME2313841101;;0;1;PASS;
18/05/23;05:28:41;022375420177;ME2313840856;;0;8;PASS;
18/05/23;05:29:10;022375420179;ME2313840554;;0;7;PASS;
18/05/23;05:29:38;022375420193;ME2313840733;;0;6;PASS;
18/05/23;05:30:09;022375420195;ME2313841096;;0;5;PASS;
18/05/23;05:30:37;022375420198;ME2313841117;;0;4;PASS;
18/05/23;05:31:06;022375421026;ME2313841120;;0;3;PASS;
18/05/23;05:31:34;022375421028;ME2313841132;;0;2;PASS;
18/05/23;05:32:05;022375421037;ME2313841099;;0;1;PASS;
18/05/23;05:32:36;022375421040;ME2313841108;;0;8;PASS;
18/05/23;05:33:11;022375421041;ME2313841097;;0;7;PASS;
18/05/23;05:33:51;;;;-199;7;FAIL;
18/05/23;05:34:19;022375421044;ME2313841116;;0;6;PASS;
18/05/23;05:34:50;022375420188;ME2313841122;;0;5;PASS;
18/05/23;05:35:20;723231375485;ME2313841119;;-233;4;FAIL;
18/05/23;05:35:56;022375421039;ME2313841121;;0;3;PASS;
18/05/23;05:36:25;423231374693;ME2313841107;;-208;2;FAIL;
18/05/23;05:36:57;022375421604;ME2313841095;;0;1;PASS;
18/05/23;05:37:46;022375421607;ME2313841131;;0;8;PASS;
18/05/23;05:38:31;022375421609;ME2313841076;;0;7;PASS;
18/05/23;05:39:07;022375421841;ME2313841075;;0;6;PASS;
18/05/23;05:39:36;022375421843;ME2313841178;;0;5;PASS;
18/05/23;05:40:04;022375421846;ME2313841119;;0;4;PASS;
18/05/23;05:40:33;022375421849;ME2313841177;;0;3;PASS;
18/05/23;05:41:06;423231374693;ME2313841107;;-208;2;FAIL;
18/05/23;05:41:32;022375421612;ME2313841183;;0;1;PASS;
18/05/23;05:42:00;022375421614;ME2313841127;;0;8;PASS;
18/05/23;05:42:29;022375421616;ME2313841189;;0;7;PASS;
18/05/23;05:43:07;022375421619;ME2313841220;;0;6;PASS;
18/05/23;05:43:33;022375421621;ME2313841224;;0;5;PASS;
18/05/23;05:44:03;723231375608;ME2313841225;;-233;4;FAIL;
18/05/23;05:44:33;022375421854;ME2313841226;;0;3;PASS;
18/05/23;05:45:06;022375421857;ME2313841188;;0;2;PASS;
18/05/23;05:45:33;022375421860;ME2313841209;;0;1;PASS;
18/05/23;05:46:01;022375421863;ME2313841228;;0;8;PASS;
18/05/23;05:46:30;022375421870;ME2313841172;;0;7;PASS;
18/05/23;05:46:58;022375421622;ME2313841231;;0;6;PASS;
18/05/23;05:47:29;022375421625;ME2313841229;;0;5;PASS;
18/05/23;05:47:58;022375421629;ME2313841230;;0;4;PASS;
18/05/23;05:48:27;022375421865;ME2313841225;;0;3;PASS;
18/05/23;05:48:55;022375421868;ME2313841227;;0;2;PASS;
18/05/23;05:49:24;022375422059;ME2313841152;;0;1;PASS;
18/05/23;05:49:52;022375422061;ME2313841219;;0;8;PASS;
18/05/23;05:50:21;022375422063;ME2313841202;;0;7;PASS;
18/05/23;05:50:50;022375422064;ME2313841186;;0;6;PASS;
18/05/23;05:51:19;022375422067;ME2313841187;;0;5;PASS;
18/05/23;05:51:48;723231375488;ME2313841144;;-233;4;FAIL;
18/05/23;05:52:09;423231371035;;;-107;4;FAIL;
18/05/23;05:52:42;022375422071;ME2313841181;;0;3;PASS;
18/05/23;05:53:11;022375422075;ME2313841252;;0;2;PASS;
18/05/23;05:53:39;022375422072;ME2313841180;;0;1;PASS;
18/05/23;05:54:12;022375422078;ME2313841279;;0;8;PASS;
18/05/23;05:54:42;022375422081;ME2313841261;;0;7;PASS;
18/05/23;05:55:11;022375422084;ME2313841270;;0;6;PASS;
18/05/23;05:55:39;022375422087;ME2313841280;;0;5;PASS;
18/05/23;05:56:08;723231375488;ME2313841144;;-233;4;FAIL;
18/05/23;05:56:38;022375422090;ME2313841263;;0;3;PASS;
18/05/23;05:57:06;022375422093;ME2313841268;;0;2;PASS;
18/05/23;05:57:34;022375422097;ME2313841278;;0;1;PASS;
18/05/23;05:58:03;022375422094;ME2313841297;;0;8;PASS;
18/05/23;05:58:37;022375421321;ME2313841289;;0;7;PASS;
18/05/23;05:59:07;022375421324;ME2313841301;;0;6;PASS;
18/05/23;05:59:36;022375421331;ME2313841269;;0;5;PASS;
18/05/23;06:00:04;723231375488;ME2313841144;;-310;4;FAIL;
18/05/23;06:00:35;022375421565;ME2313841300;;0;3;PASS;
18/05/23;06:01:34;022375421571;ME2313841302;;0;2;PASS;
18/05/23;06:02:03;022375422098;ME2313841222;;0;1;PASS;
18/05/23;06:02:24;723231375488;;;-107;1;FAIL;
18/05/23;06:03:04;022375421326;ME2313841309;;0;8;PASS;
18/05/23;06:03:32;022375421328;ME2313841330;;0;7;PASS;
18/05/23;06:04:01;022375421335;ME2313841336;;0;6;PASS;
18/05/23;06:04:29;022375421342;ME2313841335;;0;5;PASS;
18/05/23;06:04:58;022375421574;ME2313841339;;0;4;PASS;
18/05/23;06:05:27;022375421577;ME2313841343;;0;3;PASS;
18/05/23;06:05:56;022375421582;ME2313841303;;0;2;PASS;
18/05/23;06:06:25;022375421584;ME2313841305;;0;1;PASS;
18/05/23;06:06:53;022375421627;ME2313841291;;0;8;PASS;
18/05/23;06:07:22;022375421632;ME2313841214;;0;7;PASS;
18/05/23;06:07:51;022375421635;ME2313841342;;0;6;PASS;
18/05/23;06:08:20;022375421636;ME2313841296;;0;5;PASS;
18/05/23;06:08:49;723231375704;ME2313841290;;-233;4;FAIL;
18/05/23;06:09:19;022375421871;ME2313841287;;0;3;PASS;
18/05/23;06:09:47;022375421873;ME2313841274;;0;2;PASS;
18/05/23;06:10:15;022375421875;ME2313841281;;0;1;PASS;
18/05/23;06:10:44;022375421878;ME2313841221;;0;8;PASS;
18/05/23;06:11:13;022375421881;ME2313841098;;0;7;PASS;
18/05/23;06:11:41;022375421801;ME2313841365;;0;6;PASS;
18/05/23;06:12:10;022375421803;ME2313841374;;0;5;PASS;
18/05/23;06:12:39;022375421805;ME2313841290;;0;4;PASS;
18/05/23;06:13:08;022375421807;ME2313841367;;0;3;PASS;
18/05/23;06:13:38;022375421809;ME2313841358;;0;2;PASS;
18/05/23;06:14:07;022375421811;ME2313841378;;0;1;PASS;
18/05/23;06:14:36;022375421810;ME2313841359;;0;8;PASS;
18/05/23;06:15:06;022375421814;ME2313841266;;0;7;PASS;
18/05/23;06:15:38;022375421816;ME2313841387;;0;6;PASS;
18/05/23;06:16:08;022375421817;ME2313841385;;0;5;PASS;
18/05/23;06:16:37;723231375467;ME2313841383;;-233;4;FAIL;
18/05/23;06:17:07;022375421820;ME2313841386;;0;3;PASS;
18/05/23;06:17:35;022375421822;ME2313841354;;0;2;PASS;
18/05/23;06:18:04;022375421823;ME2313841357;;0;1;PASS;
18/05/23;06:18:34;022375421826;ME2313841388;;0;8;PASS;
18/05/23;06:19:03;022375421829;ME2313841285;;0;7;PASS;
18/05/23;06:19:36;022375421831;ME2313841398;;0;6;PASS;
18/05/23;06:20:13;022375421833;ME2313841416;;0;5;PASS;
18/05/23;06:20:44;723231371508;ME2313841362;;-233;4;FAIL;
18/05/23;06:21:14;022375421333;ME2313841366;;0;3;PASS;
18/05/23;06:21:44;022375421337;ME2313841399;;0;2;PASS;
18/05/23;06:22:13;022375421339;ME2313841383;;0;1;PASS;
18/05/23;06:22:41;022375421578;ME2313841401;;0;8;PASS;
18/05/23;06:23:10;022375421590;ME2313841423;;0;7;PASS;
18/05/23;06:23:52;022375421594;ME2313841420;;0;6;PASS;
18/05/23;06:24:25;022375421836;ME2313841422;;0;5;PASS;
18/05/23;06:24:57;022375421345;ME2313841362;;-502;4;FAIL;
18/05/23;06:25:29;022375421350;ME2313841417;;0;3;PASS;
18/05/23;06:25:58;022375421587;ME2313841340;;0;2;PASS;
18/05/23;06:26:31;022375421595;ME2313841449;;0;1;PASS;
18/05/23;06:27:03;022375421344;ME2313841450;;0;8;PASS;
18/05/23;06:27:33;022375421586;ME2313841428;;0;7;PASS;
18/05/23;06:28:02;022375421347;ME2313841452;;0;6;PASS;
18/05/23;06:28:30;022375421354;ME2313841445;;0;5;PASS;
18/05/23;06:28:59;022375421356;ME2313841437;;0;4;PASS;
18/05/23;06:29:25;723231371455;;;-107;4;FAIL;
18/05/23;06:30:19;;;;-199;4;FAIL;
18/05/23;06:30:45;022375421361;ME2313841462;;0;3;PASS;
18/05/23;06:31:16;022375421364;ME2313841440;;0;2;PASS;
18/05/23;06:31:45;022375421596;ME2313841441;;0;1;PASS;
18/05/23;06:32:14;022375421599;ME2313841436;;0;8;PASS;
18/05/23;06:32:42;022375421523;ME2313841427;;0;7;PASS;
18/05/23;06:33:19;022375421526;ME2313841434;;0;6;PASS;
18/05/23;06:33:47;022375421345;ME2313841362;;0;5;PASS;
18/05/23;06:34:16;423231381288;ME2313841493;;-233;4;FAIL;
18/05/23;06:34:46;022375421767;ME2313841487;;0;3;PASS;
18/05/23;06:35:20;022375421771;ME2313841470;;0;2;PASS;
18/05/23;06:35:48;022375421528;ME2313841482;;-502;1;FAIL;
18/05/23;06:36:18;022375421529;ME2313841483;;0;8;PASS;
18/05/23;06:36:47;022375421532;ME2313841496;;0;7;PASS;
18/05/23;06:37:31;022375421765;ME2313841475;;0;6;PASS;
18/05/23;06:38:04;022375421772;ME2313841474;;0;5;PASS;
18/05/23;06:38:31;723231371555;ME2313841501;;-233;4;FAIL;
18/05/23;06:39:13;;;;-199;4;FAIL;
18/05/23;06:39:47;022375421774;ME2313841527;;0;3;PASS;
18/05/23;06:40:15;022375421781;ME2313841535;;0;2;PASS;
18/05/23;06:40:44;022375421302;ME2313841504;;0;1;PASS;
18/05/23;06:41:12;022375421536;ME2313841526;;0;8;PASS;
18/05/23;06:41:42;022375421528;ME2313841482;;0;7;PASS;
18/05/23;06:42:10;022375421544;ME2313841493;;0;6;PASS;
18/05/23;06:42:47;022375421551;ME2313841477;;0;5;PASS;
18/05/23;06:43:18;022375421777;ME2313841515;;0;4;PASS;
18/05/23;06:43:47;022375421779;ME2313841514;;0;3;PASS;
18/05/23;06:44:23;022375421790;ME2313841513;;0;2;PASS;
18/05/23;06:44:51;022375421791;ME2313841519;;0;1;PASS;
18/05/23;06:45:22;022375421169;ME2313841402;;0;8;PASS;
18/05/23;06:45:52;022375421172;ME2313841476;;0;7;PASS;
18/05/23;06:46:19;022375421175;ME2313841472;;0;6;PASS;
18/05/23;06:46:48;022375421180;ME2313841403;;0;5;PASS;
18/05/23;06:47:19;723231371203;ME2313841540;;-233;4;FAIL;
18/05/23;06:47:49;022375422014;ME2313841544;;0;3;PASS;
18/05/23;06:48:18;022375422017;ME2313841543;;0;2;PASS;
18/05/23;06:48:49;022375422019;ME2313841547;;0;1;PASS;
18/05/23;06:49:25;022375422022;ME2313841559;;0;8;PASS;
18/05/23;06:49:52;022375422023;ME2313841438;;0;7;PASS;
18/05/23;06:50:21;022375421178;ME2313841548;;0;6;PASS;
18/05/23;06:50:50;022375421181;ME2313841551;;0;5;PASS;
18/05/23;06:51:26;022375421184;ME2313841540;;0;4;PASS;
18/05/23;06:51:59;022375421187;ME2313841569;;0;3;PASS;
18/05/23;06:52:41;022375422025;ME2313841568;;0;2;PASS;
18/05/23;06:53:19;022375422028;ME2313841510;;0;1;PASS;
18/05/23;06:53:47;022375422031;ME2313841439;;-502;8;FAIL;
18/05/23;06:54:17;022375422032;ME2313841572;;0;7;PASS;
18/05/23;06:54:47;022375421191;ME2313841580;;0;6;PASS;
18/05/23;06:55:16;022375421193;ME2313841552;;-502;5;FAIL;
18/05/23;06:55:48;022375421195;ME2313841576;;0;4;PASS;
18/05/23;06:56:21;022375421305;ME2313841479;;0;3;PASS;
18/05/23;06:57:07;022375421541;ME2313841581;;0;2;PASS;
18/05/23;06:57:33;022375421547;ME2313841503;;0;1;PASS;
18/05/23;06:58:01;022375421548;ME2313841537;;0;8;PASS;
18/05/23;06:58:32;022375422031;ME2313841439;;0;7;PASS;
18/05/23;06:59:06;022375421787;ME2313841458;;0;6;PASS;
18/05/23;06:59:44;022375422040;ME2313841598;;0;5;PASS;
18/05/23;07:00:13;022375422042;ME2313841457;;0;4;PASS;
18/05/23;07:00:43;022375421304;ME2313841552;;-502;3;FAIL;
18/05/23;07:01:13;022375421304;ME2313841498;;0;2;PASS;
18/05/23;07:01:42;022375421308;ME2313841501;;0;1;PASS;
18/05/23;07:02:11;022375421310;ME2313841353;;0;8;PASS;
18/05/23;07:02:41;022375421312;ME2313841520;;0;7;PASS;
18/05/23;07:03:09;022375421320;ME2313841597;;0;6;PASS;
18/05/23;07:03:37;022375421546;ME2313841517;;0;5;PASS;
18/05/23;07:04:08;022375421552;ME2313841585;;0;4;PASS;
18/05/23;07:04:54;;;;-199;4;FAIL;
18/05/23;07:05:22;022375421554;ME2313841589;;0;3;PASS;
18/05/23;07:05:51;022375421193;ME2313841552;;0;2;PASS;
18/05/23;07:07:38;022375421560;ME2313841603;;0;1;PASS;
18/05/23;07:08:05;022375421562;ME2313841592;;0;8;PASS;
18/05/23;07:08:33;022375421796;ME2313841516;;0;7;PASS;
18/05/23;07:09:17;022375421198;ME2313841608;;0;6;PASS;
18/05/23;07:09:45;022375421318;ME2313841604;;0;5;PASS;
18/05/23;07:10:14;723231371468;ME2313841599;;-210;4;FAIL;
18/05/23;07:10:44;022375421556;ME2313841584;;0;3;PASS;
18/05/23;07:11:12;022375421558;ME2313841594;;0;2;PASS;
18/05/23;07:11:43;022375421720;ME2313841607;;0;1;PASS;
18/05/23;07:12:13;022375421724;ME2313841602;;0;8;PASS;
18/05/23;07:12:41;022375421798;ME2313841671;;0;7;PASS;
18/05/23;07:13:19;022375421909;ME2313841682;;0;6;PASS;
18/05/23;07:13:47;022375421962;ME2313841612;;0;5;PASS;
18/05/23;07:14:16;022375421189;ME2313841621;;0;4;PASS;
18/05/23;07:14:44;723231371468;ME2313841599;;-201;3;FAIL;
18/05/23;07:15:17;022375421199;ME2313841629;;0;2;PASS;
18/05/23;07:15:46;022375421901;ME2313841622;;0;1;PASS;
18/05/23;07:16:15;022375421904;ME2313841619;;0;8;PASS;
18/05/23;07:16:44;022375421907;ME2313841433;;0;7;PASS;
18/05/23;07:17:13;022375421908;ME2313841575;;0;6;PASS;
18/05/23;07:17:42;022375422038;ME2313841630;;0;5;PASS;
18/05/23;07:18:15;022375422044;ME2313841643;;0;4;PASS;
18/05/23;07:18:44;022375421370;ME2313841623;;0;3;PASS;
18/05/23;07:19:26;022375421910;ME2313841661;;0;2;PASS;
18/05/23;07:19:54;022375421913;ME2313841617;;0;1;PASS;
18/05/23;07:20:26;022375421916;ME2313841599;;0;8;PASS;
18/05/23;07:21:06;022375421918;ME2313841492;;0;7;PASS;
18/05/23;07:21:38;423231372309;ME2313841668;;-203;6;FAIL;
18/05/23;07:22:11;022375422048;ME2313841670;;0;5;PASS;
18/05/23;07:22:54;423231381206;ME2313841705;;-233;4;FAIL;
18/05/23;07:23:24;022375422052;ME2313841673;;0;3;PASS;
18/05/23;07:23:52;423231372959;ME2313841616;;-217;2;FAIL;
18/05/23;07:24:22;022375422057;ME2313841713;;0;1;PASS;
18/05/23;07:24:55;022375421367;ME2313841583;;0;8;PASS;
18/05/23;07:25:27;022375421372;ME2313841586;;0;7;PASS;
18/05/23;07:25:55;022375421374;ME2313841668;;0;6;PASS;
18/05/23;07:26:23;022375421376;ME2313841711;;0;5;PASS;
18/05/23;07:26:53;423231381206;ME2313841705;;-233;4;FAIL;
18/05/23;07:27:24;022375421380;ME2313841717;;0;3;PASS;
