Date;Heure;NS;SFC;@ mac;Code err;Interface;Resultat;
18/05/23;07:27:52;022375421382;ME2313841708;;0;2;PASS;
18/05/23;07:28:27;022375421385;ME2313841734;;0;1;PASS;
18/05/23;07:28:56;022375421390;ME2313841635;;0;8;PASS;
18/05/23;07:29:26;022375421393;ME2313841729;;0;7;PASS;
18/05/23;07:29:55;022375421388;ME2313841660;;0;6;PASS;
18/05/23;07:30:26;022375421394;ME2313841614;;0;5;PASS;
18/05/23;07:30:58;022375421397;ME2313841705;;0;4;PASS;
18/05/23;07:31:26;022375422000;ME2313841730;;0;3;PASS;
18/05/23;07:31:55;022375422001;ME2313841743;;0;2;PASS;
18/05/23;07:32:28;022375422005;ME2313841731;;0;1;PASS;
18/05/23;07:32:56;022375422011;ME2313841741;;0;8;PASS;
18/05/23;07:33:25;022375422013;ME2313841616;;0;7;PASS;
18/05/23;07:33:59;022375421721;ME2313841723;;0;6;PASS;
18/05/23;07:34:28;022375421726;ME2313841736;;0;5;PASS;
18/05/23;07:37:08;723231371445;ME2313841590;;-233;4;FAIL;
18/05/23;07:37:38;022375421730;ME2313841667;;0;3;PASS;
18/05/23;07:38:06;022375421967;ME2313841739;;0;2;PASS;
18/05/23;07:38:40;022375421969;ME2313841601;;0;1;PASS;
18/05/23;07:39:22;022375422008;ME2313841591;;0;8;PASS;
18/05/23;07:39:56;022375421731;ME2313841636;;0;7;PASS;
18/05/23;07:40:25;022375421733;ME2313841759;;0;6;PASS;
18/05/23;07:41:06;022375421736;ME2313841649;;0;5;PASS;
18/05/23;07:41:33;022375421738;ME2313841763;;0;4;PASS;
18/05/23;07:42:01;022375421970;ME2313841766;;0;3;PASS;
18/05/23;07:42:30;022375421973;ME2313841631;;0;2;PASS;
18/05/23;07:43:07;022375421975;ME2313841677;;0;1;PASS;
18/05/23;07:43:32;022375421978;ME2313841762;;0;8;PASS;
18/05/23;07:44:01;022375421983;ME2313841675;;0;7;PASS;
18/05/23;07:44:30;022375421991;ME2313841800;;0;6;PASS;
18/05/23;07:44:58;022375421503;ME2313841777;;0;5;PASS;
18/05/23;07:45:28;022375421505;ME2313841805;;0;4;PASS;
18/05/23;07:45:57;022375421507;ME2313841808;;0;3;PASS;
18/05/23;07:46:29;022375421742;ME2313841794;;0;2;PASS;
18/05/23;07:46:57;022375421743;ME2313741225;;0;1;PASS;
18/05/23;07:47:28;022375421746;ME2313741242;;0;8;PASS;
18/05/23;07:47:56;022375421981;ME2313741220;;0;7;PASS;
18/05/23;07:48:25;022375421984;ME2313741435;;0;6;PASS;
18/05/23;07:48:54;022375421986;ME2313741223;;0;5;PASS;
18/05/23;07:49:22;022375421988;ME2313741218;;0;4;PASS;
18/05/23;07:49:51;022375421510;ME2313741214;;0;3;PASS;
18/05/23;07:50:20;022375421513;ME2313741425;;0;2;PASS;
18/05/23;07:50:49;022375421514;ME2313841511;;0;1;PASS;
18/05/23;07:51:22;022375421748;ME2313841807;;0;8;PASS;
18/05/23;07:51:51;022375421751;ME2313841776;;0;7;PASS;
18/05/23;07:52:19;022375421753;ME2313841806;;0;6;PASS;
18/05/23;07:52:48;022375421754;ME2313841773;;0;5;PASS;
18/05/23;07:53:17;022375421757;ME2313841809;;0;4;PASS;
18/05/23;07:53:46;022375421993;ME2313841788;;0;3;PASS;
18/05/23;07:54:15;022375421996;ME2313841816;;0;2;PASS;
18/05/23;07:54:44;022375421999;ME2313841786;;0;1;PASS;
18/05/23;07:55:12;022375421210;ME2313841746;;0;8;PASS;
18/05/23;07:55:43;022375421516;ME2313841648;;0;7;PASS;
18/05/23;07:56:10;022375421518;ME2313841710;;0;6;PASS;
18/05/23;07:56:39;022375421690;ME2313841785;;0;5;PASS;
18/05/23;07:57:10;022375421694;ME2313841826;;-502;4;FAIL;
18/05/23;07:57:39;022375421758;ME2313841827;;0;3;PASS;
18/05/23;07:58:09;022375421921;ME2313841653;;0;2;PASS;
18/05/23;07:58:36;022375421923;ME2313841694;;0;1;PASS;
18/05/23;07:59:08;022375421925;ME2313841684;;0;8;PASS;
18/05/23;07:59:36;022375421200;ME2313841652;;0;7;PASS;
18/05/23;08:00:05;022375421203;ME2313841795;;0;6;PASS;
18/05/23;08:00:36;022375421206;ME2313841839;;0;5;PASS;
18/05/23;08:01:07;022375421207;ME2313841868;;0;4;PASS;
18/05/23;08:01:37;022375421443;ME2313841865;;0;3;PASS;
18/05/23;08:02:05;022375421445;ME2313841657;;0;2;PASS;
18/05/23;08:02:34;022375421448;ME2313841802;;0;1;PASS;
18/05/23;08:03:08;022375421450;ME2313841688;;0;8;PASS;
18/05/23;08:03:35;022375421685;ME2313841627;;0;7;PASS;
18/05/23;08:05:16;022375421687;ME2313841593;;0;6;PASS;
18/05/23;08:05:45;022375421208;ME2313841658;;0;5;PASS;
18/05/23;08:06:13;022375421213;ME2313841866;;0;4;PASS;
18/05/23;08:06:42;022375421220;ME2313841867;;0;3;PASS;
18/05/23;08:07:11;022375421456;ME2313841860;;0;2;PASS;
18/05/23;08:07:40;746230101382;ME2313841783;;-210;1;FAIL;
18/05/23;08:08:10;022375421463;ME2313841874;;0;8;PASS;
18/05/23;08:08:38;022375421697;ME2313841875;;0;7;PASS;
18/05/23;08:09:07;022375421927;ME2313841883;;0;6;PASS;
18/05/23;08:09:35;022375421932;ME2313841891;;0;5;PASS;
18/05/23;08:10:04;022375421701;ME2313841886;;0;4;PASS;
18/05/23;08:10:33;022375421705;ME2313841873;;0;3;PASS;
18/05/23;08:11:04;022375421931;ME2313841885;;0;2;PASS;
18/05/23;08:11:36;022375421934;ME2313841887;;0;1;PASS;
18/05/23;08:12:08;022375421936;ME2313841828;;0;8;PASS;
18/05/23;08:12:36;022375421937;ME2313841872;;0;7;PASS;
18/05/23;08:13:08;022375421939;ME2313841799;;0;6;PASS;
18/05/23;08:13:45;022375421941;ME2313841654;;0;5;PASS;
18/05/23;08:14:28;022375421943;ME2313841644;;0;4;PASS;
18/05/23;08:14:56;022375421703;ME2313841892;;0;3;PASS;
18/05/23;08:15:24;022375421704;ME2313841832;;0;2;PASS;
18/05/23;08:15:53;022375421707;ME2313841850;;0;1;PASS;
18/05/23;08:16:21;022375421709;ME2313841893;;0;8;PASS;
18/05/23;08:16:50;022375421712;ME2313841894;;0;7;PASS;
18/05/23;08:17:20;022375421945;ME2313841862;;0;6;PASS;
18/05/23;08:17:48;022375421947;ME2313841895;;0;5;PASS;
18/05/23;08:18:16;022375421948;ME2313841907;;0;4;PASS;
18/05/23;08:18:45;022375421950;ME2313841901;;0;3;PASS;
18/05/23;08:19:20;022375421954;ME2313841902;;0;2;PASS;
18/05/23;08:19:49;022375421211;ME2313841801;;0;1;PASS;
18/05/23;08:20:17;022375421212;ME2313841906;;0;8;PASS;
18/05/23;08:20:46;022375421216;ME2313841830;;0;7;PASS;
18/05/23;08:21:18;022375421218;ME2313841909;;0;6;PASS;
18/05/23;08:21:55;022375421457;ME2313841908;;0;5;PASS;
18/05/23;08:22:20;022375421459;ME2313841927;;0;4;PASS;
18/05/23;08:22:49;022375421699;ME2313841921;;0;3;PASS;
18/05/23;08:23:20;022375421715;ME2313841931;;0;2;PASS;
18/05/23;08:23:47;022375421717;ME2313841890;;0;1;PASS;
18/05/23;08:24:17;022375421719;ME2313841933;;0;8;PASS;
18/05/23;08:24:45;022375421952;ME2313841869;;0;7;PASS;
18/05/23;08:25:19;022375421956;ME2313841923;;0;6;PASS;
18/05/23;08:25:47;022375421959;ME2313841595;;0;5;PASS;
18/05/23;08:26:16;022375421222;ME2313841889;;-502;4;FAIL;
18/05/23;08:26:45;022375421223;ME2313841935;;0;3;PASS;
18/05/23;08:27:20;022375421226;ME2313841934;;0;2;PASS;
18/05/23;08:27:45;022375421689;ME2313841822;;-802;1;FAIL;
18/05/23;08:28:15;022375421231;ME2313841880;;0;8;PASS;
18/05/23;08:28:44;723231371417;ME2313841913;;-301;7;FAIL;
18/05/23;08:29:20;022375421464;ME2313841912;;0;6;PASS;
18/05/23;08:29:49;022375421467;ME2313841896;;0;5;PASS;
18/05/23;08:30:18;022375421471;ME2313841897;;0;4;PASS;
18/05/23;08:30:47;022375421473;ME2313841943;;0;3;PASS;
18/05/23;08:31:29;022375421227;ME2313841942;;0;2;PASS;
18/05/23;08:31:59;022375421236;ME2313841941;;0;1;PASS;
18/05/23;08:32:29;022375421241;ME2313841833;;0;8;PASS;
18/05/23;08:33:05;022375421243;ME2313841940;;0;7;PASS;
18/05/23;08:33:31;022375421475;ME2313841955;;0;6;PASS;
18/05/23;08:34:01;022375421477;ME2313841966;;0;5;PASS;
18/05/23;08:34:29;022375421481;ME2313841882;;0;4;PASS;
18/05/23;08:34:57;022375421484;ME2313841963;;0;3;PASS;
18/05/23;08:35:27;022375421237;ME2313841950;;0;2;PASS;
18/05/23;08:35:59;022375421239;ME2313841977;;-502;1;FAIL;
18/05/23;08:36:30;022375421400;ME2313841979;;0;8;PASS;
18/05/23;08:37:03;022375421476;ME2313841951;;0;7;PASS;
18/05/23;08:37:29;022375421640;ME2313841645;;0;6;PASS;
18/05/23;08:37:58;022375421643;ME2313841980;;0;5;PASS;
18/05/23;08:38:37;022375421882;ME2313841937;;0;4;PASS;
18/05/23;08:39:06;022375421885;ME2313841936;;0;3;PASS;
18/05/23;08:39:35;022375421891;ME2313841968;;0;2;PASS;
18/05/23;08:40:02;022375421402;ME2313841913;;0;1;PASS;
18/05/23;08:40:30;022375421407;ME2313841939;;-502;8;FAIL;
18/05/23;08:41:08;022375421408;ME2313841796;;0;7;PASS;
18/05/23;08:41:35;022375421644;ME2313841706;;0;6;PASS;
18/05/23;08:42:04;022375421646;ME2313841989;;0;5;PASS;
18/05/23;08:42:35;022375421647;ME2313841938;;0;4;PASS;
18/05/23;08:43:08;022375421649;ME2313841994;;0;3;PASS;
18/05/23;08:43:35;022375421887;ME2313842017;;0;2;PASS;
18/05/23;08:44:03;022375421889;ME2313842031;;0;1;PASS;
18/05/23;08:44:37;022375421293;ME2313842034;;0;8;PASS;
18/05/23;08:45:10;022375421411;ME2313842032;;0;7;PASS;
18/05/23;08:45:36;022375421651;ME2313842018;;0;6;PASS;
18/05/23;08:46:04;022375421654;ME2313841983;;0;5;PASS;
18/05/23;08:46:33;022375421893;ME2313842049;;0;4;PASS;
18/05/23;08:47:07;022375421896;ME2313842050;;0;3;PASS;
18/05/23;08:47:36;022375421291;ME2313842051;;0;2;PASS;
18/05/23;08:48:07;022375421292;ME2313842058;;0;1;PASS;
18/05/23;08:48:36;022375421295;ME2313841990;;0;8;PASS;
18/05/23;08:49:06;022375421298;ME2313842069;;0;7;PASS;
18/05/23;08:49:43;022375422136;ME2313842089;;0;6;PASS;
18/05/23;08:50:11;022375422138;ME2313842090;;0;5;PASS;
18/05/23;08:50:46;022375422142;ME2313841947;;0;4;PASS;
18/05/23;08:51:19;022375422144;ME2313842071;;0;3;PASS;
18/05/23;08:51:47;022375422148;ME2313842072;;0;2;PASS;
18/05/23;08:52:16;022375422150;ME2313842062;;0;1;PASS;
18/05/23;08:52:45;022375422153;ME2313842105;;0;8;PASS;
18/05/23;08:53:20;022375422155;ME2313842063;;0;7;PASS;
18/05/23;08:53:48;022375421410;ME2313842123;;0;6;PASS;
18/05/23;08:54:16;022375421416;ME2313842121;;0;5;PASS;
18/05/23;08:54:45;022375421899;ME2313842115;;0;4;PASS;
18/05/23;08:55:39;022375422161;ME2313842057;;0;3;PASS;
18/05/23;08:56:08;022375422163;ME2313842124;;0;2;PASS;
18/05/23;08:56:44;022375422167;ME2313842116;;0;1;PASS;
18/05/23;08:57:13;022375421658;ME2313842120;;0;8;PASS;
18/05/23;08:57:42;022375421417;ME2313842112;;0;7;PASS;
18/05/23;08:58:11;022375421419;ME2313842111;;0;6;PASS;
18/05/23;08:58:38;022375421422;ME2313842127;;0;5;PASS;
18/05/23;08:59:07;022375421430;ME2313842110;;0;4;PASS;
18/05/23;08:59:36;022375421662;ME2313842113;;0;3;PASS;
18/05/23;09:00:05;022375421664;ME2313842109;;-502;2;FAIL;
18/05/23;09:00:35;022375421670;ME2313842103;;0;1;PASS;
18/05/23;09:01:08;022375421672;ME2313841984;;0;8;PASS;
18/05/23;09:01:45;022375421424;ME2313842126;;0;7;PASS;
18/05/23;09:02:15;022375421427;ME2313842068;;0;6;PASS;
18/05/23;09:02:44;022375421440;ME2313842108;;0;5;PASS;
18/05/23;09:03:13;022375421441;ME2313841876;;0;4;PASS;
18/05/23;09:03:41;022375421669;ME2313842067;;-502;3;FAIL;
18/05/23;09:04:13;022375421682;ME2313842052;;0;2;PASS;
18/05/23;09:04:40;022375421431;ME2313842047;;0;1;PASS;
18/05/23;09:05:11;022375421434;ME2313842080;;0;8;PASS;
18/05/23;09:05:38;022375421437;ME2313842106;;0;7;PASS;
18/05/23;09:06:08;022375421439;ME2313842164;;0;6;PASS;
18/05/23;09:06:35;022375421673;ME2313842157;;0;5;PASS;
18/05/23;09:07:05;022375421676;ME2313842167;;0;4;PASS;
18/05/23;09:07:34;022375421678;ME2313842130;;0;3;PASS;
18/05/23;09:08:04;022375421679;ME2313842161;;0;2;PASS;
18/05/23;09:08:33;022375421250;ME2313842145;;0;1;PASS;
18/05/23;09:09:09;022375421253;ME2313842023;;0;8;PASS;
18/05/23;09:09:36;022375421490;ME2313842142;;0;7;PASS;
18/05/23;09:10:04;022375421492;ME2313842147;;0;6;PASS;
18/05/23;09:10:32;022375421496;ME2313842149;;0;5;PASS;
18/05/23;09:11:07;022375422101;ME2313842153;;0;4;PASS;
18/05/23;09:11:33;022375422158;ME2313842159;;0;3;PASS;
18/05/23;09:12:02;022375422164;ME2313842156;;0;2;PASS;
18/05/23;09:12:30;022375421669;ME2313842067;;0;1;PASS;
18/05/23;09:13:06;022375421244;ME2313842152;;0;8;PASS;
18/05/23;09:13:32;022375421246;ME2313842168;;0;7;PASS;
18/05/23;09:15:13;022375421249;ME2313841914;;0;6;PASS;
18/05/23;09:15:41;022375421261;ME2313842175;;0;5;PASS;
18/05/23;09:16:10;022375421262;ME2313842165;;0;4;PASS;
18/05/23;09:16:39;022375421264;ME2313842139;;0;3;PASS;
18/05/23;09:17:09;022375421494;ME2313842033;;0;2;PASS;
18/05/23;09:17:39;423231381165;ME2313842182;;-210;1;FAIL;
18/05/23;09:18:09;022375421255;ME2313842194;;0;8;PASS;
18/05/23;09:18:38;022375421258;ME2313842181;;0;7;PASS;
18/05/23;09:19:07;022375421271;ME2313842189;;0;6;PASS;
18/05/23;09:19:36;022375421497;ME2313842190;;0;5;PASS;
18/05/23;09:20:13;022375421499;ME2313842200;;0;4;PASS;
18/05/23;09:20:41;022375422103;ME2313842144;;0;3;PASS;
18/05/23;09:21:10;022375422106;ME2313842188;;0;2;PASS;
18/05/23;09:21:38;022375422109;ME2313842192;;0;1;PASS;
18/05/23;09:22:06;022375421266;ME2313842191;;0;8;PASS;
18/05/23;09:22:35;022375421268;ME2313842211;;0;7;PASS;
18/05/23;09:23:07;022375421274;ME2313842221;;0;6;PASS;
18/05/23;09:23:35;022375422114;ME2313842180;;0;5;PASS;
18/05/23;09:24:05;022375422115;ME2313842216;;0;4;PASS;
18/05/23;09:24:33;022375422118;ME2313842205;;0;3;PASS;
18/05/23;09:25:04;022375422121;ME2313842129;;0;2;PASS;
18/05/23;09:25:30;022375421277;ME2313842131;;0;1;PASS;
18/05/23;09:25:59;022375422156;ME2313842098;;0;8;PASS;
18/05/23;09:26:28;022375421280;ME2313841988;;0;7;PASS;
18/05/23;09:26:57;022375421283;ME2313842260;;0;6;PASS;
18/05/23;09:27:31;022375421285;ME2313842237;;0;5;PASS;
18/05/23;09:27:59;022375421286;ME2313842241;;0;4;PASS;
18/05/23;09:28:36;022375422126;ME2313842102;;0;3;PASS;
18/05/23;09:29:07;022375422131;ME2313842264;;0;2;PASS;
18/05/23;09:29:33;022375422133;ME2313842240;;0;1;PASS;
18/05/23;09:30:02;022375422124;ME2313842210;;0;8;PASS;
18/05/23;09:30:29;022375422930;ME2313842239;;0;7;PASS;
18/05/23;09:30:58;022375422933;ME2313842242;;0;6;PASS;
18/05/23;09:31:27;022375422938;ME2313842243;;0;5;PASS;
18/05/23;09:32:11;022375422700;ME2313842248;;0;4;PASS;
18/05/23;09:32:40;022375422702;ME2313842257;;0;3;PASS;
18/05/23;09:33:08;022375422704;ME2313842244;;0;2;PASS;
18/05/23;09:33:37;022375422706;ME2313842274;;0;1;PASS;
18/05/23;09:34:05;022375422939;ME2313842297;;0;8;PASS;
18/05/23;09:34:34;022375422941;ME2313842289;;0;7;PASS;
18/05/23;09:35:04;022375422943;ME2313842293;;0;6;PASS;
18/05/23;09:35:31;022375422946;ME2313842288;;0;5;PASS;
18/05/23;09:36:00;022375422948;ME2313842305;;0;4;PASS;
18/05/23;09:36:31;022375422708;ME2313842306;;0;3;PASS;
18/05/23;09:37:10;022375422711;ME2313842214;;0;2;PASS;
18/05/23;09:37:37;022375422714;ME2313842309;;0;1;PASS;
18/05/23;09:38:04;022375422716;ME2313842310;;0;8;PASS;
18/05/23;09:38:34;022375422718;ME2313842286;;0;7;PASS;
18/05/23;09:39:07;022375422720;ME2313842166;;0;6;PASS;
18/05/23;09:39:42;022375422951;ME2313842304;;0;5;PASS;
18/05/23;09:40:10;423231372303;ME2313842302;;-233;4;FAIL;
18/05/23;09:40:50;022375422956;ME2313842255;;0;3;PASS;
18/05/23;09:41:20;022375422957;ME2313842215;;0;2;PASS;
18/05/23;09:41:48;022375422959;ME2313842320;;0;1;PASS;
18/05/23;09:42:17;022375422963;ME2313841590;;0;8;PASS;
18/05/23;09:42:46;022375422723;ME2313841737;;0;7;PASS;
18/05/23;09:43:15;423231380848;ME2313842324;;-219;6;FAIL;
18/05/23;09:43:45;022375422727;ME2313841676;;0;5;PASS;
18/05/23;09:44:13;423231380486;ME2313842323;;-233;4;FAIL;
18/05/23;09:44:43;022375422960;ME2313842334;;0;3;PASS;
18/05/23;09:45:12;022375422966;ME2313842341;;0;2;PASS;
18/05/23;09:45:41;022375422958;ME2313842225;;0;1;PASS;
18/05/23;09:46:09;022375422969;ME2313842345;;0;8;PASS;
18/05/23;09:47:04;022375423148;ME2313842330;;0;7;PASS;
18/05/23;09:47:41;022375423150;ME2313842338;;0;6;PASS;
18/05/23;09:48:22;;;;-199;6;FAIL;
18/05/23;09:49:06;;;;-199;6;FAIL;
18/05/23;09:49:35;022375423152;ME2313842324;;0;5;PASS;
18/05/23;09:50:03;022375423154;ME2313842300;;-502;4;FAIL;
18/05/23;09:50:33;022375423156;ME2313842228;;0;3;PASS;
18/05/23;09:51:06;022375422413;ME2313842295;;0;2;PASS;
18/05/23;09:51:31;423231381328;ME2313842342;;-233;1;FAIL;
18/05/23;09:52:16;022375422661;ME2313841987;;0;8;PASS;
18/05/23;09:52:44;022375422900;ME2313842329;;0;7;PASS;
18/05/23;09:53:43;022375422902;ME2313842328;;0;5;PASS;
18/05/23;09:54:13;022375422904;ME2313842347;;0;4;PASS;
18/05/23;09:54:40;022375422909;ME2313842348;;0;3;PASS;
18/05/23;09:55:08;022375423158;ME2313842351;;0;2;PASS;
18/05/23;09:55:37;022375423160;ME2313842353;;-502;1;FAIL;
18/05/23;09:56:07;022375423161;ME2313842357;;0;8;PASS;
18/05/23;09:56:36;022375423163;ME2313842263;;0;7;PASS;
18/05/23;09:57:06;022375423165;ME2313842361;;0;6;PASS;
18/05/23;09:57:50;022375423166;ME2313842342;;0;5;PASS;
18/05/23;09:58:20;022375423168;ME2313842360;;0;4;PASS;
18/05/23;09:58:47;022375422411;ME2313842367;;0;3;PASS;
18/05/23;09:59:16;022375422414;ME2313842368;;0;2;PASS;
18/05/23;09:59:47;022375422416;ME2313842366;;0;1;PASS;
18/05/23;10:00:13;022375422418;ME2313842371;;0;8;PASS;
18/05/23;10:00:42;022375422419;ME2313842372;;0;7;PASS;
18/05/23;10:01:11;022375422431;ME2313842377;;0;6;PASS;
18/05/23;10:01:40;022375422653;ME2313842375;;0;5;PASS;
18/05/23;10:02:08;022375422656;ME2313842395;;0;4;PASS;
18/05/23;10:02:48;;;;-199;4;FAIL;
18/05/23;10:03:19;022375422657;ME2313842401;;0;3;PASS;
18/05/23;10:03:48;022375422658;ME2313842402;;0;2;PASS;
18/05/23;10:04:15;022375422673;ME2313842400;;0;1;PASS;
18/05/23;10:04:44;022375422895;ME2313842378;;0;8;PASS;
18/05/23;10:05:12;022375422898;ME2313842399;;0;7;PASS;
18/05/23;10:05:41;022375422899;ME2313842406;;0;6;PASS;
18/05/23;10:06:09;022375422421;ME2313842405;;0;5;PASS;
18/05/23;10:06:49;022375422423;ME2313842411;;0;4;PASS;
18/05/23;10:07:18;022375422424;ME2313842407;;0;3;PASS;
18/05/23;10:07:46;022375422426;ME2313842356;;0;2;PASS;
18/05/23;10:08:15;022375422428;ME2313842412;;0;1;PASS;
18/05/23;10:08:43;022375422440;ME2313842410;;0;8;PASS;
18/05/23;10:09:12;423231380443;ME2313842433;;-202;7;FAIL;
18/05/23;10:09:42;022375422442;ME2313842362;;0;6;PASS;
18/05/23;10:10:10;022375422664;ME2313842432;;0;5;PASS;
18/05/23;10:10:39;423231381154;ME2313842416;;-233;4;FAIL;
18/05/23;10:11:08;022375422666;ME2313842418;;0;3;PASS;
18/05/23;10:11:38;022375422668;ME2313842420;;0;2;PASS;
18/05/23;10:12:06;022375422670;ME2313842437;;0;1;PASS;
18/05/23;10:12:34;022375422672;ME2313842453;;0;8;PASS;
18/05/23;10:13:02;022375422680;ME2313842448;;0;7;PASS;
18/05/23;10:13:31;022375422684;ME2313842447;;0;6;PASS;
18/05/23;10:14:00;022375422433;ME2313842450;;0;5;PASS;
18/05/23;10:14:29;423231381691;ME2313842449;;-233;4;FAIL;
18/05/23;10:14:59;022375422435;ME2313842454;;0;3;PASS;
18/05/23;10:15:27;022375422437;ME2313842456;;0;2;PASS;
18/05/23;10:15:56;022375422439;ME2313842462;;0;1;PASS;
18/05/23;10:16:24;022375422674;ME2313842376;;0;8;PASS;
18/05/23;10:16:53;022375422675;ME2313842461;;0;7;PASS;
18/05/23;10:17:23;022375422677;ME2313842465;;0;6;PASS;
18/05/23;10:17:51;022375422679;ME2313842467;;0;5;PASS;
18/05/23;10:18:20;022375422681;ME2313842444;;0;4;PASS;
18/05/23;10:18:48;022375422690;ME2313842449;;0;3;PASS;
18/05/23;10:19:16;022375422695;ME2313842466;;0;2;PASS;
18/05/23;10:19:45;022375422907;ME2313842483;;0;1;PASS;
18/05/23;10:20:14;022375422910;ME2313842352;;0;8;PASS;
18/05/23;10:20:42;022375422912;ME2313842435;;0;7;PASS;
18/05/23;10:21:11;022375422210;ME2313842434;;0;6;PASS;
18/05/23;10:21:40;022375422211;ME2313842421;;0;5;PASS;
18/05/23;10:22:09;423231380837;ME2313842486;;-233;4;FAIL;
18/05/23;10:22:53;;;;-199;4;FAIL;
18/05/23;10:23:35;;;;-199;4;FAIL;
18/05/23;10:23:51;022375422451;ME2313842489;;0;3;PASS;
18/05/23;10:24:20;022375422692;ME2313842490;;0;2;PASS;
18/05/23;10:24:48;022375422913;ME2313842493;;-502;1;FAIL;
18/05/23;10:25:18;022375422915;ME2313842502;;0;8;PASS;
18/05/23;10:25:47;022375422921;ME2313842501;;0;7;PASS;
18/05/23;10:26:16;022375422924;ME2313842500;;0;6;PASS;
18/05/23;10:26:45;022375422927;ME2313842488;;0;5;PASS;
18/05/23;10:27:44;022375422201;ME2313842525;;0;3;PASS;
18/05/23;10:28:12;022375422205;ME2313842531;;0;2;PASS;
18/05/23;10:28:40;022375422207;ME2313842524;;0;1;PASS;
18/05/23;10:29:09;022375422209;ME2313842533;;0;8;PASS;
18/05/23;10:29:38;022375422445;ME2313842344;;0;7;PASS;
18/05/23;10:30:06;022375422448;ME2313842417;;0;6;PASS;
18/05/23;10:30:35;022375422449;ME2313842354;;0;5;PASS;
18/05/23;10:31:04;423231381832;ME2313842543;;-233;4;FAIL;
18/05/23;10:31:34;022375422687;ME2313842484;;0;3;PASS;
18/05/23;10:32:02;022375422689;ME2313842557;;0;2;PASS;
18/05/23;10:32:27;022375422860;ME2313842569;;0;1;PASS;
18/05/23;10:33:10;022375422613;ME2313842583;;0;8;PASS;
18/05/23;10:33:37;022375422616;ME2313842581;;-510;7;FAIL;
18/05/23;10:34:07;022375422618;ME2313842584;;0;6;PASS;
18/05/23;10:34:37;022375422620;ME2313842585;;0;5;PASS;
18/05/23;10:35:09;423231381134;ME2313842587;;-233;4;FAIL;
18/05/23;10:35:35;423231381320;ME2313842570;;-243;3;FAIL;
18/05/23;10:36:05;423231380643;ME2313842549;;-423;2;FAIL;
18/05/23;10:36:36;022375422855;ME2313842505;;0;1;PASS;
18/05/23;10:37:09;022375422858;ME2313842611;;0;8;PASS;
18/05/23;10:37:43;022375422861;ME2313842413;;0;7;PASS;
18/05/23;10:38:16;022375422863;ME2313842628;;0;6;PASS;
18/05/23;10:38:47;022375422871;ME2313842621;;0;5;PASS;
18/05/23;10:39:24;022375422624;ME2313842622;;0;4;PASS;
18/05/23;10:39:56;022375422627;ME2313842606;;0;3;PASS;
18/05/23;10:40:23;423231381085;ME2313842653;;-220;2;FAIL;
18/05/23;10:40:53;022375422631;ME2313842655;;0;1;PASS;
18/05/23;10:41:20;022375422637;ME2313842656;;0;8;PASS;
18/05/23;10:41:51;022375422866;ME2313842660;;0;7;PASS;
18/05/23;10:42:18;022375422869;ME2313842494;;-502;6;FAIL;
18/05/23;10:42:48;022375422872;ME2313842664;;0;5;PASS;
18/05/23;10:43:25;723231382451;ME2313842663;;-233;4;FAIL;
18/05/23;10:43:51;022375422881;ME2313842654;;0;3;PASS;
18/05/23;10:44:22;022375422260;ME2313842665;;0;2;PASS;
18/05/23;10:44:50;022375422263;ME2313842675;;0;1;PASS;
18/05/23;10:45:20;022375422265;ME2313842684;;-509;8;FAIL;
18/05/23;10:45:51;022375422635;ME2313842679;;0;7;PASS;
18/05/23;10:46:26;022375422638;ME2313842669;;0;6;PASS;
18/05/23;10:46:56;022375422650;ME2313842670;;0;5;PASS;
18/05/23;10:47:26;022375422876;ME2313842607;;0;4;PASS;
18/05/23;10:47:54;022375422877;ME2313842668;;0;3;PASS;
18/05/23;10:48:23;022375422879;ME2313842636;;0;2;PASS;
18/05/23;10:48:53;022375422890;ME2313842631;;0;1;PASS;
18/05/23;10:49:23;022375422892;ME2313842632;;0;8;PASS;
18/05/23;10:49:49;022375423111;ME2313842697;;-502;7;FAIL;
18/05/23;10:50:21;022375423112;ME2313842634;;0;6;PASS;
18/05/23;10:50:48;022375422256;ME2313842620;;0;5;PASS;
18/05/23;10:51:19;022375422259;ME2313842617;;0;4;PASS;
18/05/23;10:51:49;022375422272;ME2313842699;;0;3;PASS;
18/05/23;10:52:15;022375422273;ME2313842667;;0;2;PASS;
18/05/23;10:52:46;022375422275;ME2313842700;;0;1;PASS;
18/05/23;10:53:29;022375422498;ME2313842702;;-502;8;FAIL;
18/05/23;10:53:59;022375423104;ME2313842713;;-502;7;FAIL;
18/05/23;10:54:32;022375423106;ME2313842715;;0;6;PASS;
18/05/23;10:55:05;022375423108;ME2313842659;;0;5;PASS;
18/05/23;10:55:32;723231382407;ME2313842658;;-233;4;FAIL;
18/05/23;10:55:58;022375423108;;;-156;4;FAIL;
18/05/23;10:56:28;022375423121;ME2313842726;;0;3;PASS;
18/05/23;10:56:56;022375423122;ME2313842728;;0;2;PASS;
18/05/23;10:57:25;022375422267;ME2313842727;;0;1;PASS;
18/05/23;10:57:53;022375422279;ME2313842439;;0;8;PASS;
18/05/23;10:58:22;022375422283;ME2313842735;;0;7;PASS;
18/05/23;10:58:51;022375422285;ME2313842701;;0;6;PASS;
18/05/23;10:59:22;022375422288;ME2313842706;;0;5;PASS;
